City,County,Street,HouseCount,Link,Price EUR,Price per m2,Rooms,Area m2,Floor,Total floors,Flat number,House number,Year,Building type,Heating,Installation type,Specials,Extra quarters,Extra equipment,Security,Upload date,Modify date,Memorized count,Views,Telephone,Coordinates
Vilnius, Pilaitė,Pilkalnio g.,6,https://www.aruodas.lt/butai-vilniuje-pilaiteje-pilkalnio-g-demesio-rugpjucio-29-d-ketvirtadieni-15-1-2771117/,87140,1529,3,57,2,3,26,5,2019,Mūrinis,Aeroterminis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Uždaras kiemas,Sandėliukas Terasa Vieta automobiliui,-,Videokameros,8/20/2019,8/23/2019,1,337,37065937360,-
Klaipėda, Varpai,Varpų g.,6,https://www.aruodas.lt/butai-klaipedoje-varpuose-varpu-g-atviru-duru-dienos-rugpjucio-2223-d-1-2768825/,75000,1657,2,45.26,3,5,23,4B,2019,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,Drabužinė,Vonia,Kodinė laiptinės spyna,8/14/2019,8/22/2019,-,677,37061499096,55.666036 21.183899
Kaunas, Žemutiniai Kaniūkai,Įkalnės aklg.,5,https://www.aruodas.lt/butai-kaune-zemutiniuose-kaniukuose-ikalnes-aklg-parduodamas-naujas-60-kv-m-butas-kvartale-1-2667481/,71234,1252,2,56.88,4,4,11,5,2018,Mūrinis,Dujinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas,Sandėliukas Balkonas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna,4/16/2019,8/21/2019,7,2029,37068739883,-
Kaunas, Šilainiai,9-ojo Forto g.,5,https://www.aruodas.lt/butai-kaune-silainiuose-9-ojo-forto-g-nauji-butai-tiesiai-is-statytojo-1-2719157/,79200,1200,3,66,2,2,-,33,2019,Mūrinis,Kita,Dalinė apdaila,-,-,-,-,6/21/2019,8/20/2019,15,3265,37067661200,54.932806 23.870062
Vilnius, Markučiai,Manufaktūrų g.,5,https://www.aruodas.lt/butai-vilniuje-markuciuose-manufakturu-g-parduodamas-3-ju-kambariu-butas-su-pilna-1-2653405/,166000,2529,3,65.64,2,4,-,26,2018,Blokinis,Centrinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Terasa,Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/12/2019,8/23/2019,34,653,37068657157,54.677276 25.32038
Neringos m.,-,Pervalkos g.,5,https://www.aruodas.lt/butai-neringoje-pervalkos-g-parduodami-puikus-provanso-stiliaus-1-2580901/,220000,3313,4,66.41,1,3,1,44C,2013,Mūrinis,"Elektra, kietu kuru",Įrengtas,-,-,-,-,8/24/2018,8/7/2019,8,6388,37068787366,55.414203 21.09436
Kaunas, Žaliakalnis,Studentų g.,5,https://www.aruodas.lt/butai-kaune-zaliakalnyje-studentu-g-giliu-namai-tai-modernus-6-aukstu-naujos-1-2766367/,77635,1410,3,55.06,3,6,-,8a,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,8/9/2019,8/19/2019,13,1524,37062121876,54.909947 23.946215
Kaunas, Žaliakalnis,Studentų g.,5,https://www.aruodas.lt/butai-kaune-zaliakalnyje-studentu-g-giliu-namai-tai-modernus-6-aukstu-naujos-1-2763247/,62103,1490,2,41.68,3,6,-,8a,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Uždaras kiemas,-,-,-,8/4/2019,8/19/2019,26,2510,37062121876,54.909947 23.946215
Palanga,-,Mokyklos g.,5,https://www.aruodas.lt/butai-palangoje-mokyklos-g-kvieciu-jus-susipazinti-su-elijos-projektu-1-2751291/,66200,1100,2,60.18,3,8,19,62,2020,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Balkonas,Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Dušo kabina,Signalizacija Kodinė laiptinės spyna,7/31/2019,8/21/2019,11,3205,37061688858,56.016292 21.080489
Vilnius, Baltupiai,Mykolo Sleževičiaus g.,5,https://www.aruodas.lt/butai-vilniuje-baltupiuose-mykolo-slezeviciaus-g-naujas-a-klases-daugiabutis-namas-visoriuose-1-2664817/,62500,1614,2,38.73,3,6,43,14,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Balkonas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/21/2019,8/21/2019,31,216,37061833732,54.738141 25.255039
Vilnius, Antakalnis,Pylimėlių g.,5,https://www.aruodas.lt/butai-vilniuje-antakalnyje-pylimeliu-g-pylimeliu-38-tik-12-butu-kuriuose-gyvena-1-2771139/,67577,1820,2,37.13,3,3,11,38,2019,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas,Balkonas Terasa Vieta automobiliui,Šildomos grindys,Šarvuotos durys,8/20/2019,8/21/2019,1,322,37061833732,54.719475 25.351223
Vilnius, Šnipiškės,Linkmenų g.,5,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-linkmenu-ezerai-gamtos-ir-miesto-1-2649227/,83400,1822,2,45.77,4,9,-,58,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija,Sandėliukas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/24/2019,8/19/2019,51,1080,37063778513,-
Vilnius, Šeškinė,Siesikų g.,5,https://www.aruodas.lt/butai-vilniuje-seskineje-siesiku-g-zveryno-panoramos-moderni-bei-siuolaikiska-1-2599477/,71700,1643,2,43.64,1,9,-,14,2019,Kita,Centrinis kolektorinis,Dalinė apdaila,-,Sandėliukas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/8/2019,8/19/2019,9,2034,37064155013,-
Kaunas, Žaliakalnis,Vaižganto g.,5,https://www.aruodas.lt/butai-kaune-zaliakalnyje-vaizganto-g-galimybe-isirengti-net-tris-miegamuosius-1-2649299/,146990,1870,3,78.59,2,4,-,11,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/11/2019,8/14/2019,4,732,37061955168,54.894752 23.934497
Palanga,-,Kretingos g.,5,https://www.aruodas.lt/butai-palangoje-kretingos-g-sveiki-parduodamas-ekonomiskas-3-kambariu-1-2766187/,55000,814,3,67.59,2,5,-,57,1993,Mūrinis,Aeroterminis,Įrengtas,Internetas Kabelinė televizija,Sandėliukas Balkonas,Virtuvės komplektas Viryklė,-,8/8/2019,8/19/2019,4,1377,37062668687,55.913114 21.089123
Vilnius, Pašilaičiai,Budiniškių g.,5,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-budiniskiu-g--butai-su-pilnos-apdailos-galimybe-1-2759097/,113950,1610,4,70.76,1,5,3132,K2,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Virtuvė sujungta su kambariu,Balkonas Terasa Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/26/2019,8/23/2019,2,954,37060089188,-
Vilnius, Pašilaičiai,Budiniškių g.,5,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-budiniskiu-g--butai-su-pilnos-apdailos-galimybe-1-2744863/,53400,1627,2,32.83,1,5,5,K22,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Virtuvė sujungta su kambariu,Terasa Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/28/2019,8/23/2019,2,999,37060089188,-
Vilnius, Pašilaičiai,Budiniškių g.,5,https://www.aruodas.lt/butai-vilniuje-pasilaiciuose-budiniskiu-g--butai-su-pilnos-apdailos-galimybe-1-2744871/,70700,1544,2,45.8,1,5,1,K11,2020,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/28/2019,8/23/2019,2,837,37060089188,-
Kaunas, Žaliakalnis,Studentų g.,5,https://www.aruodas.lt/butai-kaune-zaliakalnyje-studentu-g-giliu-namai-tai-modernus-6-aukstu-naujos-1-2760369/,85680,1390,3,61.64,2,6,-,52a,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,7/29/2019,8/19/2019,23,4910,37062121876,54.9102 23.946565
Kėdainių r. sav., Gudžiūnų mstl.,Tujų g.,5,https://www.aruodas.lt/butai-kedainiuose-gudziunu-mstl-tuju-g-nebrangiai-parduodamas-isskirtinis-7-iu-1-2770691/,14500,121,7,120,2,3,-,-,1988,Mūrinis,Centrinis,Įrengtas,-,-,-,-,8/19/2019,8/24/2019,1,1034,37069022906,55.510996  23.772258
Vilnius, Šnipiškės,Konstitucijos pr.,5,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-tower-namai-tiems-kurie-nori-gyventi-1-2764735/,144779,2430,2,59.58,8,29,-,-,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila,Internetas,Balkonas,-,Kodinė laiptinės spyna Šarvuotos durys Signalizacija,8/6/2019,8/19/2019,2,868,37061478887,54.697451 25.273415
Vilnius, Naujamiestis,Konstitucijos pr.,5,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-konstitucijos-pr-tower-namai-tiems-kurie-nori-gyventi-1-2762467/,106244,2580,2,41.18,7,29,-,-,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila,-,Balkonas,-,Kodinė laiptinės spyna Signalizacija,8/1/2019,8/19/2019,10,2078,37061478887,54.697451 25.273415
Vilnius, Antakalnis,Pylimėlių g.,5,https://www.aruodas.lt/butai-vilniuje-antakalnyje-pylimeliu-g-pylimeliu-38-tik-12-butu-kuriuose-gyvena-1-2771151/,116674,1840,3,63.41,2,3,6,38,2019,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Balkonas Terasa Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai,Šarvuotos durys,8/20/2019,8/21/2019,1,323,37061833732,54.719475 25.351223
Vilnius, Jeruzalė,Baltupio g.,5,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-baltupio-g-2019-08-29-ketvirtadienis-1800-1900-val-1-2737995/,102000,1447,2,70.47,5,5,-,173,2003,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Butas palėpėje Tualetas ir vonia atskirai Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Rūsys Vieta automobiliui,Skalbimo mašina Su baldais Šaldytuvas Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Vonia,Šarvuotos durys Kodinė laiptinės spyna,6/12/2019,8/23/2019,26,5612,37069479900,54.752279 25.2711
Klaipėda, Senamiestis,Bangų g.,5,https://www.aruodas.lt/butai-klaipedoje-senamiestyje-bangu-g-jaukiame-klaipedos-senamiestyje-salia-jono-1-2410531/,103000,1547,3,66.6,3,5,52,7,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,8/3/2019,8/20/2019,22,1525,37061609888,55.708462 21.141594
Kaunas, Dainava,Kovo 11-osios g.,4,https://www.aruodas.lt/butai-kaune-dainavoje-kovo-11-osios-g-wwwkovonamaslt-kovo-namas-kauno-1-2672469/,75750,1202,4,63,4,4,-,31B,2019,Mūrinis,"Centrinis, elektra, centrinis kolektorinis",Dalinė apdaila,Atskiras įėjimas Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Sandėliukas Balkonas Terasa Rūsys Vieta automobiliui,Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,2/7/2019,8/7/2019,30,10878,37064515006,54.909598 23.97289
Kaunas, Dainava,Kovo 11-osios g.,4,https://www.aruodas.lt/butai-kaune-dainavoje-kovo-11-osios-g-wwwkovonamaslt-kovo-namas-kauno-1-2672463/,67320,1254,3,53.67,2,4,-,31b,2019,Mūrinis,"Centrinis, elektra",Dalinė apdaila,Atskiras įėjimas Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Kabelinė televizija,Sandėliukas Balkonas Terasa Rūsys Vieta automobiliui,Plastikiniai vamzdžiai,Šarvuotos durys Kodinė laiptinės spyna,2/7/2019,8/7/2019,58,14535,37064515006,-
Vilnius, Jeruzalė,Bitininkų g.,4,https://www.aruodas.lt/butai-vilniuje-jeruzaleje-bitininku-g-parduodamas-4-kambariu-butas-jeruzaleje-1-2674597/,85000,1076,4,79,3,5,13,2,1990,Mūrinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai Kabelinė televizija,Sandėliukas Balkonas Rūsys,-,Šarvuotos durys,2/12/2019,8/2/2019,60,18136,37060797707,54.740361 25.270593
Vilnius, Markučiai,Kaukysos g.,4,https://www.aruodas.lt/butai-vilniuje-markuciuose-kaukysos-g-s-i-t-u-a-c-i-j-a-parduodame-isskirtini-1-2765877/,145000,2605,2,55.67,6,6,-,18,2013,Mūrinis,"Centrinis, kietu kuru",Įrengtas,-,-,-,-,8/8/2019,8/24/2019,35,5592,37069804089,54.677381  25.319422
Palanga, Šventoji,Jūros g.,4,https://www.aruodas.lt/butai-palangoje-sventojoje-juros-g-apartamentai-kopose-nauju-butu-ir-poilsio-1-2740021/,69208,1857,1,37.26,3,4,-,-,2019,Monolitinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,Balkonas Vieta automobiliui,Su baldais Virtuvės komplektas Viryklė,Šarvuotos durys,6/25/2019,8/9/2019,8,4046,37068739883,56.020538 21.077102
Kaunas, Lampėdžiai,Antagynės g.,4,https://www.aruodas.lt/butai-kaune-lampedziuose-antagynes-g-nauji-butai-tiesiai-is-statytojo-1-2719971/,79200,1200,3,66,2,2,-,23,2019,Mūrinis,Kita,Dalinė apdaila,-,-,-,-,6/21/2019,8/20/2019,22,4385,37067661200,-
Palanga,-,J. Biliūno g.,4,https://www.aruodas.lt/butai-palangoje-j-biliuno-g-pristatome-jums-naujus-butus-palangos-sirdyje-1-2771673/,91029,1885,2,48.3,3,3,-,-,2014,Mūrinis,Elektra,Įrengtas,-,-,-,-,8/21/2019,8/22/2019,1,353,37069998676,55.919401 21.066016
Kaunas, Aleksotas,Šeštokų g.,4,https://www.aruodas.lt/butai-kaune-aleksote-sestoku-g-parduodamas-rezervuotas-butas-par-apart-1-2747527/,57400,1193,3,48.1,4,4,17,45C,2019,Mūrinis,"Centrinis, dujinis",Dalinė apdaila,-,-,-,-,7/2/2019,8/23/2019,9,1412,37069828611,-
Kaunas, Aleksotas,Šeštokų g.,4,https://www.aruodas.lt/butai-kaune-aleksote-sestoku-g-parduodamas-rezervuotas-butas-par-apart-1-2747529/,66000,1141,3,57.83,4,4,18,45C,2019,Mūrinis,"Centrinis, dujinis",Dalinė apdaila,-,-,-,-,7/2/2019,8/23/2019,4,923,37069828611,-
Kaunas, Šilainiai,K. Čerbulėno g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-k-cerbuleno-g-tiesiogiai-is-statytojo-liko-paskutiniai-1-2758947/,41500,830,3,50,2,2,-,-,2019,Mūrinis,Dujinis,Dalinė apdaila,-,-,-,-,7/25/2019,8/23/2019,10,2584,37067775952,-
Palanga,-,Užkanavės g.,4,https://www.aruodas.lt/butai-palangoje-uzkanaves-g-naujas-projektas-butai-su-pilna-apdaila-1-2731655/,67700,1963,2,34.48,2,2,-,-,2020,Mūrinis,"Elektra, aeroterminis",Įrengtas,Atskiras įėjimas,Sandėliukas Balkonas Vieta automobiliui,Kondicionierius Dušo kabina,-,5/31/2019,8/22/2019,18,4016,37067000005,-
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2734603/,80000,1325,3,60.38,2,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/5/2019,8/19/2019,2,2397,37064850005,54.916427 23.87177
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2734765/,97500,1340,3,72.76,3,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Vieta automobiliui Drabužinė,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,6/6/2019,8/19/2019,1,1489,37064850005,54.916427 23.87177
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2749433/,67500,1414,2,47.74,1,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Terasa Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/5/2019,8/19/2019,4,1670,37064850005,54.916427 23.87177
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2767143/,58000,1303,2,44.5,2,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Rūsys Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/12/2019,8/19/2019,3,923,37064850005,54.916427 23.87177
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2767207/,64300,1218,3,52.81,3,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Rūsys Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,8/12/2019,8/19/2019,1,794,37064850005,54.916427 23.87177
Kaunas, Šilainiai,Baltijos g.,4,https://www.aruodas.lt/butai-kaune-silainiuose-baltijos-g-be-tarpininku-parduodami-naujos-statybos-1-2731127/,93500,1333,3,70.14,2,3,-,87,2018,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Sandėliukas Balkonas Rūsys Vieta automobiliui,Šildomos grindys Plastikiniai vamzdžiai Vonia,Šarvuotos durys Kodinė laiptinės spyna Videokameros,5/31/2019,8/22/2019,3,2193,37064850005,54.916427 23.87177
Palanga,-,Mokyklos g.,4,https://www.aruodas.lt/butai-palangoje-mokyklos-g-kvieciu-jus-susipazinti-su-elijos-projektu-1-2747761/,50992,1600,1,31.87,3,8,24,62,2020,Mūrinis,Dujinis,Įrengtas,Nauja kanalizacija Nauja elektros instaliacija Virtuvė sujungta su kambariu,-,Šaldytuvas Šildomos grindys Virtuvės komplektas Plastikiniai vamzdžiai Dušo kabina,Signalizacija Kodinė laiptinės spyna,7/23/2019,8/21/2019,6,3063,37061688858,56.016292 21.080489
Vilnius, Antakalnis,V. Sezemano g.,4,https://www.aruodas.lt/butai-vilniuje-antakalnyje-v-sezemano-g-pylimeliu-38-tik-12-butu-kuriuose-gyvena-1-2771145/,68783,1860,2,36.98,3,3,12,-,2019,Mūrinis,Dujinis,Dalinė apdaila,Atskiras įėjimas Nauja kanalizacija Nauja elektros instaliacija Uždaras kiemas Internetas Kabelinė televizija,Balkonas Terasa Vieta automobiliui,Šildomos grindys,Šarvuotos durys,8/20/2019,8/21/2019,3,337,37061833732,54.719475 25.351223
Vilnius, Senamiestis,Žygimantų g.,4,https://www.aruodas.lt/butai-vilniuje-senamiestyje-zygimantu-g-zygimantu-12-namai-miesto-gyvenimo-1-2771125/,199900,3299,3,60.59,3,5,29,12,2021,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,Aukštos lubos Uždaras kiemas,Sandėliukas Balkonas Vieta automobiliui,-,-,8/20/2019,8/20/2019,-,257,37065937360,54.690531 25.281782
Kaunas, Romainiai,Girios g.,4,https://www.aruodas.lt/butai-kaune-romainiuose-girios-g-3-kambariu-nauja-statyba-su-baldais-ir-1-2766949/,81000,1306,3,62,2,3,-,-,2014,Mūrinis,Dujinis,Įrengtas,-,-,-,-,8/11/2019,8/23/2019,14,2165,37068319633,-
Vilnius, Pilaitė,Pilkalnio g.,4,https://www.aruodas.lt/butai-vilniuje-pilaiteje-pilkalnio-g-demesio-rugpjucio-29-d-ketvirtadieni-15-1-2771493/,86312,1038,3,83.16,2,3,3,1,2019,Mūrinis,Aeroterminis,Dalinė apdaila,Atskiras įėjimas Butas per kelis aukštus Uždaras kiemas,Sandėliukas Terasa Vieta automobiliui,-,Videokameros,8/21/2019,8/23/2019,-,402,37062569530,54.709599 25.16517
Palanga, Šventoji,Prieplaukos g.,4,https://www.aruodas.lt/butai-palangoje-sventojoje-prieplaukos-g-sventosios-vartai-isikurs-nedideleje-saleleje-1-2746349/,74600,2353,2,31.7,3,3,B3,14,2020,Mūrinis,Kita,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija,Sandėliukas Vieta automobiliui,-,Šarvuotos durys Videokameros,8/6/2019,8/19/2019,16,1558,37066736616,56.027642 21.076211
Neringos m.,-,Purvynės g.,4,https://www.aruodas.lt/butai-neringoje-purvynes-g-isskirtinis-butas-ant-su-privacia-20-kvm-1-2746951/,210000,3247,2,64.67,2,2,-,51,2008,Mūrinis,Elektra,Įrengtas,Butas per kelis aukštus Internetas Virtuvė sujungta su kambariu,Sandėliukas Balkonas Terasa Rūsys Pirtis Vieta automobiliui Yra palėpė Drabužinė,Kondicionierius Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Židinys Plastikiniai vamzdžiai Indaplovė Dušo kabina,-,7/1/2019,8/21/2019,1,1928,37061763973,55.320171 21.021449
Vilnius, Lazdynėliai,Lazdynėlių g.,4,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lazdyneliu-g-detali-informacija-httpswwwlazdyneliu30-1-2718665/,61000,1561,2,39.07,3,4,-,30,2019,Mūrinis,Centrinis kolektorinis,Dalinė apdaila,-,-,-,-,8/21/2019,8/21/2019,36,428,37063836274,54.662197 25.191993
Vilnius, Šnipiškės,Linkmenų g.,4,https://www.aruodas.lt/butai-vilniuje-snipiskese-linkmenu-g-linkmenu-ezerai-gamtos-ir-miesto-1-2649225/,66500,1939,1,34.29,6,9,-,58,2019,Blokinis,Centrinis kolektorinis,Dalinė apdaila,Nauja kanalizacija Nauja elektros instaliacija,Sandėliukas Vieta automobiliui,-,Šarvuotos durys Kodinė laiptinės spyna Videokameros,7/24/2019,8/19/2019,18,765,37063778513,-
Vilnius, Lazdynėliai,Lazdynėlių g.,4,https://www.aruodas.lt/butai-vilniuje-lazdyneliuose-lazdyneliu-g-parduodamas-2-kambariu-dizainerio-irengtas-1-2742841/,98900,2412,2,41,1,4,-,38,2018,Mūrinis,Centrinis kolektorinis,Įrengtas,Aukštos lubos Nauja kanalizacija Nauja elektros instaliacija Internetas Kabelinė televizija Virtuvė sujungta su kambariu,Balkonas,Skalbimo mašina Su baldais Šaldytuvas Šildomos grindys Virtuvės komplektas Viryklė Plastikiniai vamzdžiai Indaplovė Dušo kabina,Šarvuotos durys Kodinė laiptinės spyna,8/22/2019,8/22/2019,22,573,37068484886,54.660838 25.191436
Vilnius, Naujamiestis,Kauno g.,4,https://www.aruodas.lt/butai-vilniuje-naujamiestyje-kauno-g-naujai-renovuotame-pastate-radio-lofts-1-2772039/,57000,3000,2,19,1,4,-,30,2016,Mūrinis,Elektra,Įrengtas,-,-,-,-,8/21/2019,8/22/2019,20,2523,37068613567,54.671349 25.267814
Vilnius, Šnipiškės,Konstitucijos pr.,4,https://www.aruodas.lt/butai-vilniuje-snipiskese-konstitucijos-pr-tower-namai-tiems-kurie-nori-gyventi-1-2762477/,105396,2570,2,41.01,7,29,-,-,2019,Monolitinis,Centrinis kolektorinis,Dalinė apdaila,Internetas,-,-,Kodinė laiptinės spyna Šarvuotos durys Signalizacija,8/1/2019,8/19/2019,6,1243,37061478887,54.697451 25.273415
Vilnius, Lazdynai,Architektų g.,4,https://www.aruodas.lt/butai-vilniuje-lazdynuose-architektu-g-parduodamas-2-kambariu-butas-lazdynuose-1-2734455/,55900,1189,2,47,4,5,-,-,1970,Blokinis,Centrinis,Įrengtas,-,-,-,-,8/13/2019,8/23/2019,55,1366,37061833155,-
